user_id,item_id,rank
13,2334,20.0
13,2405,21.0
13,2488,22.0
13,2525,23.0
13,2542,24.0
13,2555,25.0
13,2570,26.0
13,2577,27.0
13,2648,28.0
13,2649,29.0
13,2651,30.0
14,311,1.0
14,312,2.0
14,313,3.0
14,314,4.0
14,345,5.0
14,455,6.0
14,582,7.0
14,673,8.0
14,708,9.0
14,951,10.0
14,975,11.0
14,1072,12.0
14,1084,13.0
14,1264,14.0
14,1418,15.0
14,1655,16.0
14,1757,17.0
14,2252,18.0
14,2313,19.0
14,2334,20.0
14,2405,21.0
14,2488,22.0
14,2525,23.0
14,2542,24.0
14,2555,25.0
14,2570,26.0
14,2577,27.0
14,2648,28.0
14,2649,29.0
14,2651,30.0
15,311,1.0
15,312,2.0
15,313,3.0
15,314,4.0
15,345,5.0
15,455,6.0
15,582,7.0
15,673,8.0
15,708,9.0
15,951,10.0
15,975,11.0
15,1072,12.0
15,1084,13.0
15,1264,14.0
15,1418,15.0
15,1655,16.0
15,1757,17.0
15,2252,18.0
15,2313,19.0
15,2334,20.0
15,2405,21.0
15,2488,22.0
15,2525,23.0
15,2542,24.0
15,2555,25.0
15,2570,26.0
15,2577,27.0
15,2648,28.0
15,2649,29.0
15,2651,30.0
16,311,1.0
16,312,2.0
16,313,3.0
16,314,4.0
16,345,5.0
16,455,6.0
16,582,7.0
16,673,8.0
16,708,9.0
16,951,10.0
16,975,11.0
16,1072,12.0
16,1084,13.0
16,1264,14.0
16,1418,15.0
16,1655,16.0
16,1757,17.0
16,2252,18.0
16,2313,19.0
16,2334,20.0
16,2405,21.0
16,2488,22.0
16,2525,23.0
16,2542,24.0
16,2555,25.0
16,2570,26.0
16,2577,27.0
16,2648,28.0
16,2649,29.0
16,2651,30.0
17,311,1.0
17,312,2.0
17,313,3.0
17,314,4.0
17,345,5.0
17,455,6.0
17,582,7.0
17,673,8.0
17,708,9.0
17,951,10.0
17,975,11.0
17,1072,12.0
17,1084,13.0
17,1264,14.0
17,1418,15.0
17,1655,16.0
17,1757,17.0
17,2252,18.0
17,2313,19.0
17,2334,20.0
17,2405,21.0
17,2488,22.0
17,2525,23.0
17,2542,24.0
17,2555,25.0
17,2570,26.0
17,2577,27.0
17,2648,28.0
17,2649,29.0
17,2651,30.0
18,311,1.0
18,312,2.0
18,313,3.0
18,314,4.0
18,345,5.0
18,455,6.0
18,582,7.0
18,673,8.0
18,708,9.0
18,951,10.0
18,975,11.0
18,1072,12.0
18,1084,13.0
18,1264,14.0
18,1418,15.0
18,1655,16.0
18,1757,17.0
18,2252,18.0
18,2313,19.0
18,2334,20.0
18,2405,21.0
18,2488,22.0
18,2525,23.0
18,2542,24.0
18,2555,25.0
18,2570,26.0
18,2577,27.0
18,2648,28.0
18,2649,29.0
18,2651,30.0
19,311,1.0
19,312,2.0
19,313,3.0
19,314,4.0
19,345,5.0
19,455,6.0
19,582,7.0
19,673,8.0
19,708,9.0
19,951,10.0
19,975,11.0
19,1072,12.0
19,1084,13.0
19,1264,14.0
19,1418,15.0
19,1655,16.0
19,1757,17.0
19,2252,18.0
19,2313,19.0
19,2334,20.0
19,2405,21.0
19,2488,22.0
19,2525,23.0
19,2542,24.0
19,2555,25.0
19,2570,26.0
19,2577,27.0
19,2648,28.0
19,2649,29.0
19,2651,30.0
20,311,1.0
20,312,2.0
20,313,3.0
20,314,4.0
20,345,5.0
20,455,6.0
20,582,7.0
20,673,8.0
20,708,9.0
20,951,10.0
20,975,11.0
20,1072,12.0
20,1084,13.0
20,1264,14.0
20,1418,15.0
20,1655,16.0
20,1757,17.0
20,2252,18.0
20,2313,19.0
20,2334,20.0
20,2405,21.0
20,2488,22.0
20,2525,23.0
20,2542,24.0
20,2555,25.0
20,2570,26.0
20,2577,27.0
20,2648,28.0
20,2649,29.0
20,2651,30.0
21,311,1.0
21,312,2.0
21,313,3.0
21,314,4.0
21,345,5.0
21,455,6.0
21,582,7.0
21,673,8.0
21,708,9.0
21,951,10.0
21,975,11.0
21,1072,12.0
21,1084,13.0
21,1264,14.0
21,1418,15.0
21,1655,16.0
21,1757,17.0
21,2252,18.0
21,2313,19.0
21,2334,20.0
21,2405,21.0
21,2488,22.0
21,2525,23.0
21,2542,24.0
21,2555,25.0
21,2570,26.0
21,2577,27.0
21,2648,28.0
21,2649,29.0
21,2651,30.0
22,311,1.0
22,312,2.0
22,313,3.0
22,314,4.0
22,345,5.0
22,455,6.0
22,582,7.0
22,673,8.0
22,708,9.0
22,951,10.0
22,975,11.0
22,1072,12.0
22,1084,13.0
22,1264,14.0
22,1418,15.0
22,1655,16.0
22,1757,17.0
22,2252,18.0
22,2313,19.0
22,2334,20.0
22,2405,21.0
22,2488,22.0
22,2525,23.0
22,2542,24.0
22,2555,25.0
22,2570,26.0
22,2577,27.0
22,2648,28.0
22,2649,29.0
22,2651,30.0
23,311,1.0
23,312,2.0
23,313,3.0
23,314,4.0
23,345,5.0
23,455,6.0
23,582,7.0
23,673,8.0
23,708,9.0
23,951,10.0
23,975,11.0
23,1072,12.0
23,1084,13.0
23,1264,14.0
23,1418,15.0
23,1655,16.0
23,1757,17.0
23,2252,18.0
23,2313,19.0
23,2334,20.0
23,2405,21.0
23,2488,22.0
23,2525,23.0
23,2542,24.0
23,2555,25.0
23,2570,26.0
23,2577,27.0
23,2648,28.0
23,2649,29.0
23,2651,30.0
24,311,1.0
24,312,2.0
24,313,3.0
24,314,4.0
24,345,5.0
24,455,6.0
24,582,7.0
24,673,8.0
24,708,9.0
24,951,10.0
24,975,11.0
24,1072,12.0
24,1084,13.0
24,1264,14.0
24,1418,15.0
24,1655,16.0
24,1757,17.0
24,2252,18.0
24,2313,19.0
24,2334,20.0
24,2405,21.0
24,2488,22.0
24,2525,23.0
24,2542,24.0
24,2555,25.0
24,2570,26.0
24,2577,27.0
24,2648,28.0
24,2649,29.0
24,2651,30.0
25,311,1.0
25,312,2.0
25,313,3.0
25,314,4.0
25,345,5.0
25,455,6.0
25,582,7.0
25,673,8.0
25,708,9.0
25,951,10.0
25,975,11.0
25,1072,12.0
25,1084,13.0
25,1264,14.0
25,1418,15.0
25,1655,16.0
25,1757,17.0
25,2252,18.0
25,2313,19.0
25,2334,20.0
25,2405,21.0
25,2488,22.0
25,2525,23.0
25,2542,24.0
25,2555,25.0
25,2570,26.0
25,2577,27.0
25,2648,28.0
25,2649,29.0
25,2651,30.0
26,311,1.0
26,312,2.0
26,313,3.0
26,314,4.0
26,345,5.0
26,455,6.0
26,582,7.0
26,673,8.0
26,708,9.0
26,951,10.0
26,975,11.0
26,1072,12.0
26,1084,13.0
26,1264,14.0
26,1418,15.0
26,1655,16.0
26,1757,17.0
26,2252,18.0
26,2313,19.0
26,2334,20.0
26,2405,21.0
26,2488,22.0
26,2525,23.0
26,2542,24.0
26,2555,25.0
26,2570,26.0
26,2577,27.0
26,2648,28.0
26,2649,29.0
26,2651,30.0
27,11757,1.0
27,311,2.0
27,312,3.0
27,313,4.0
27,314,5.0
27,345,6.0
27,455,7.0
27,582,8.0
27,673,9.0
27,708,10.0
27,951,11.0
27,975,12.0
27,1072,13.0
27,1084,14.0
27,1264,15.0
27,1418,16.0
27,1655,17.0
27,1757,18.0
27,2252,19.0
27,2313,20.0
27,2334,21.0
27,2405,22.0
27,2488,23.0
27,2525,24.0
27,2542,25.0
27,2555,26.0
27,2570,27.0
27,2577,28.0
27,2648,29.0
27,2649,30.0
28,311,1.0
28,312,2.0
28,313,3.0
28,314,4.0
28,345,5.0
28,455,6.0
28,582,7.0
28,673,8.0
28,708,9.0
28,951,10.0
28,975,11.0
28,1072,12.0
28,1084,13.0
28,1264,14.0
28,1418,15.0
28,1655,16.0
28,1757,17.0
28,2252,18.0
28,2313,19.0
28,2334,20.0
28,2405,21.0
28,2488,22.0
28,2525,23.0
28,2542,24.0
28,2555,25.0
28,2570,26.0
28,2577,27.0
28,2648,28.0
28,2649,29.0
28,2651,30.0
29,311,1.0
29,312,2.0
29,313,3.0
29,314,4.0
29,345,5.0
29,455,6.0
29,582,7.0
29,673,8.0
29,708,9.0
29,951,10.0
29,975,11.0
29,1072,12.0
29,1084,13.0
29,1264,14.0
29,1418,15.0
29,1655,16.0
29,1757,17.0
29,2252,18.0
29,2313,19.0
29,2334,20.0
29,2405,21.0
29,2488,22.0
29,2525,23.0
29,2542,24.0
29,2555,25.0
29,2570,26.0
29,2577,27.0
29,2648,28.0
29,2649,29.0
29,2651,30.0
30,311,1.0
30,312,2.0
30,313,3.0
30,314,4.0
30,345,5.0
30,455,6.0
30,582,7.0
30,673,8.0
30,708,9.0
30,951,10.0
30,975,11.0
30,1072,12.0
30,1084,13.0
30,1264,14.0
30,1418,15.0
30,1655,16.0
30,1757,17.0
30,2252,18.0
30,2313,19.0
30,2334,20.0
30,2405,21.0
30,2488,22.0
30,2525,23.0
30,2542,24.0
30,2555,25.0
30,2570,26.0
30,2577,27.0
30,2648,28.0
30,2649,29.0
30,2651,30.0
31,311,1.0
31,312,2.0
31,313,3.0
31,314,4.0
31,345,5.0
31,455,6.0
31,582,7.0
31,673,8.0
31,708,9.0
31,951,10.0
31,975,11.0
31,1072,12.0
31,1084,13.0
31,1264,14.0
31,1418,15.0
31,1655,16.0
31,1757,17.0
31,2252,18.0
31,2313,19.0
31,2334,20.0
31,2405,21.0
31,2488,22.0
31,2525,23.0
31,2542,24.0
31,2555,25.0
31,2570,26.0
31,2577,27.0
31,2648,28.0
31,2649,29.0
31,2651,30.0
32,311,1.0
32,312,2.0
32,313,3.0
32,314,4.0
32,345,5.0
32,455,6.0
32,582,7.0
32,673,8.0
32,708,9.0
32,951,10.0
32,975,11.0
32,1072,12.0
32,1084,13.0
32,1264,14.0
32,1418,15.0
32,1655,16.0
32,1757,17.0
32,2252,18.0
32,2313,19.0
32,2334,20.0
32,2405,21.0
32,2488,22.0
32,2525,23.0
32,2542,24.0
32,2555,25.0
32,2570,26.0
32,2577,27.0
32,2648,28.0
32,2649,29.0
32,2651,30.0
33,311,1.0
33,312,2.0
33,313,3.0
33,314,4.0
33,345,5.0
33,455,6.0
33,582,7.0
33,673,8.0
33,708,9.0
33,951,10.0
33,975,11.0
33,1072,12.0
33,1084,13.0
33,1264,14.0
33,1418,15.0
33,1655,16.0
33,1757,17.0
33,2252,18.0
33,2313,19.0
33,2334,20.0
33,2405,21.0
33,2488,22.0
33,2525,23.0
33,2542,24.0
33,2555,25.0
33,2570,26.0
33,2577,27.0
33,2648,28.0
33,2649,29.0
33,2651,30.0
34,311,1.0
34,312,2.0
34,313,3.0
34,314,4.0
34,345,5.0
34,455,6.0
34,582,7.0
34,673,8.0
34,708,9.0
34,951,10.0
34,975,11.0
34,1072,12.0
34,1084,13.0
34,1264,14.0
34,1418,15.0
34,1655,16.0
34,1757,17.0
34,2252,18.0
34,2313,19.0
34,2334,20.0
34,2405,21.0
34,2488,22.0
34,2525,23.0
34,2542,24.0
34,2555,25.0
34,2570,26.0
34,2577,27.0
34,2648,28.0
34,2649,29.0
34,2651,30.0
35,311,1.0
35,312,2.0
35,313,3.0
35,314,4.0
35,345,5.0
35,455,6.0
35,582,7.0
35,673,8.0
35,708,9.0
35,951,10.0
35,975,11.0
35,1072,12.0
35,1084,13.0
35,1264,14.0
35,1418,15.0
35,1655,16.0
35,1757,17.0
35,2252,18.0
35,2313,19.0
35,2334,20.0
35,2405,21.0
35,2488,22.0
35,2525,23.0
35,2542,24.0
35,2555,25.0
35,2570,26.0
35,2577,27.0
35,2648,28.0
35,2649,29.0
35,2651,30.0
36,311,1.0
36,312,2.0
36,313,3.0
36,314,4.0
36,345,5.0
36,455,6.0
36,582,7.0
36,673,8.0
36,708,9.0
36,951,10.0
36,975,11.0
36,1072,12.0
36,1084,13.0
36,1264,14.0
36,1418,15.0
36,1655,16.0
36,1757,17.0
36,2252,18.0
36,2313,19.0
36,2334,20.0
36,2405,21.0
36,2488,22.0
36,2525,23.0
36,2542,24.0
36,2555,25.0
36,2570,26.0
36,2577,27.0
36,2648,28.0
36,2649,29.0
36,2651,30.0
37,311,1.0
37,312,2.0
37,313,3.0
37,314,4.0
37,345,5.0
37,455,6.0
37,582,7.0
37,673,8.0
37,708,9.0
37,951,10.0
37,975,11.0
37,1072,12.0
37,1084,13.0
37,1264,14.0
37,1418,15.0
37,1655,16.0
37,1757,17.0
37,2252,18.0
37,2313,19.0
37,2334,20.0
37,2405,21.0
37,2488,22.0
37,2525,23.0
37,2542,24.0
37,2555,25.0
37,2570,26.0
37,2577,27.0
37,2648,28.0
37,2649,29.0
37,2651,30.0
38,311,1.0
38,312,2.0
38,313,3.0
38,314,4.0
38,345,5.0
38,455,6.0
38,582,7.0
38,673,8.0
38,708,9.0
38,951,10.0
38,975,11.0
38,1072,12.0
38,1084,13.0
38,1264,14.0
38,1418,15.0
38,1655,16.0
38,1757,17.0
38,2252,18.0
38,2313,19.0
38,2334,20.0
38,2405,21.0
38,2488,22.0
38,2525,23.0
38,2542,24.0
38,2555,25.0
38,2570,26.0
38,2577,27.0
38,2648,28.0
38,2649,29.0
38,2651,30.0
39,311,1.0
39,312,2.0
39,313,3.0
39,314,4.0
39,345,5.0
39,455,6.0
39,582,7.0
39,673,8.0
39,708,9.0
39,951,10.0
39,975,11.0
39,1072,12.0
39,1084,13.0
39,1264,14.0
39,1418,15.0
39,1655,16.0
39,1757,17.0
39,2252,18.0
39,2313,19.0
39,2334,20.0
39,2405,21.0
39,2488,22.0
39,2525,23.0
39,2542,24.0
39,2555,25.0
39,2570,26.0
39,2577,27.0
39,2648,28.0
39,2649,29.0
39,2651,30.0
40,311,1.0
40,312,2.0
40,313,3.0
40,314,4.0
40,345,5.0
40,455,6.0
40,582,7.0
40,673,8.0
40,708,9.0
40,951,10.0
40,975,11.0
40,1072,12.0
40,1084,13.0
40,1264,14.0
40,1418,15.0
40,1655,16.0
40,1757,17.0
40,2252,18.0
40,2313,19.0
40,2334,20.0
40,2405,21.0
40,2488,22.0
40,2525,23.0
40,2542,24.0
40,2555,25.0
40,2570,26.0
40,2577,27.0
40,2648,28.0
40,2649,29.0
40,2651,30.0
41,311,1.0
41,312,2.0
41,313,3.0
41,314,4.0
41,345,5.0
41,455,6.0
41,582,7.0
41,673,8.0
41,708,9.0
41,951,10.0
41,975,11.0
41,1072,12.0
41,1084,13.0
41,1264,14.0
41,1418,15.0
41,1655,16.0
41,1757,17.0
41,2252,18.0
41,2313,19.0
41,2334,20.0
41,2405,21.0
41,2488,22.0
41,2525,23.0
41,2542,24.0
41,2555,25.0
41,2570,26.0
41,2577,27.0
41,2648,28.0
41,2649,29.0
41,2651,30.0
42,311,1.0
42,312,2.0
42,313,3.0
42,314,4.0
42,345,5.0
42,455,6.0
42,582,7.0
42,673,8.0
42,708,9.0
42,951,10.0
42,975,11.0
42,1072,12.0
42,1084,13.0
42,1264,14.0
42,1418,15.0
42,1655,16.0
42,1757,17.0
42,2252,18.0
42,2313,19.0
42,2334,20.0
42,2405,21.0
42,2488,22.0
42,2525,23.0
42,2542,24.0
42,2555,25.0
42,2570,26.0
42,2577,27.0
42,2648,28.0
42,2649,29.0
42,2651,30.0
43,311,1.0
43,312,2.0
43,313,3.0
43,314,4.0
43,345,5.0
43,455,6.0
43,582,7.0
43,673,8.0
43,708,9.0
43,951,10.0
43,975,11.0
43,1072,12.0
43,1084,13.0
43,1264,14.0
43,1418,15.0
43,1655,16.0
43,1757,17.0
43,2252,18.0
43,2313,19.0
43,2334,20.0
43,2405,21.0
43,2488,22.0
43,2525,23.0
43,2542,24.0
43,2555,25.0
43,2570,26.0
43,2577,27.0
43,2648,28.0
43,2649,29.0
43,2651,30.0
44,311,1.0
44,312,2.0
44,313,3.0
44,314,4.0
44,345,5.0
44,455,6.0
44,582,7.0
44,673,8.0
44,708,9.0
44,951,10.0
44,975,11.0
44,1072,12.0
44,1084,13.0
44,1264,14.0
44,1418,15.0
44,1655,16.0
44,1757,17.0
44,2252,18.0
44,2313,19.0
44,2334,20.0
44,2405,21.0
44,2488,22.0
44,2525,23.0
44,2542,24.0
44,2555,25.0
44,2570,26.0
44,2577,27.0
44,2648,28.0
44,2649,29.0
44,2651,30.0
45,311,1.0
45,312,2.0
45,313,3.0
45,314,4.0
45,345,5.0
45,455,6.0
45,582,7.0
45,673,8.0
45,708,9.0
45,951,10.0
45,975,11.0
45,1072,12.0
45,1084,13.0
45,1264,14.0
45,1418,15.0
45,1655,16.0
45,1757,17.0
45,2252,18.0
45,2313,19.0
45,2334,20.0
45,2405,21.0
45,2488,22.0
45,2525,23.0
45,2542,24.0
45,2555,25.0
45,2570,26.0
45,2577,27.0
45,2648,28.0
45,2649,29.0
45,2651,30.0
46,199,1.0
46,311,2.0
46,312,3.0
46,313,4.0
46,314,5.0
46,345,6.0
46,455,7.0
46,582,8.0
46,673,9.0
46,708,10.0
46,951,11.0
46,975,12.0
46,1072,13.0
46,1084,14.0
46,1264,15.0
46,1418,16.0
46,1655,17.0
46,1757,18.0
46,2252,19.0
46,2313,20.0
46,2334,21.0
46,2405,22.0
46,2488,23.0
46,2525,24.0
46,2542,25.0
46,2555,26.0
46,2570,27.0
46,2577,28.0
46,2648,29.0
46,2649,30.0
47,311,1.0
47,312,2.0
47,313,3.0
47,314,4.0
47,345,5.0
47,455,6.0
47,582,7.0
47,673,8.0
47,708,9.0
47,951,10.0
47,975,11.0
47,1072,12.0
47,1084,13.0
47,1264,14.0
47,1418,15.0
47,1655,16.0
47,1757,17.0
47,2252,18.0
47,2313,19.0
47,2334,20.0
47,2405,21.0
47,2488,22.0
47,2525,23.0
47,2542,24.0
47,2555,25.0
47,2570,26.0
47,2577,27.0
47,2648,28.0
47,2649,29.0
47,2651,30.0
48,311,1.0
48,312,2.0
48,313,3.0
48,314,4.0
48,345,5.0
48,455,6.0
48,582,7.0
48,673,8.0
48,708,9.0
48,951,10.0
48,975,11.0
48,1072,12.0
48,1084,13.0
48,1264,14.0
48,1418,15.0
48,1655,16.0
48,1757,17.0
48,2252,18.0
48,2313,19.0
48,2334,20.0
48,2405,21.0
48,2488,22.0
48,2525,23.0
48,2542,24.0
48,2555,25.0
48,2570,26.0
48,2577,27.0
48,2648,28.0
48,2649,29.0
48,2651,30.0
49,311,1.0
49,312,2.0
49,313,3.0
49,314,4.0
49,345,5.0
49,455,6.0
49,582,7.0
49,673,8.0
49,708,9.0
49,951,10.0
49,975,11.0
49,1072,12.0
49,1084,13.0
49,1264,14.0
49,1418,15.0
49,1655,16.0
49,1757,17.0
49,2252,18.0
49,2313,19.0
49,2334,20.0
49,2405,21.0
49,2488,22.0
49,2525,23.0
49,2542,24.0
49,2555,25.0
49,2570,26.0
49,2577,27.0
49,2648,28.0
49,2649,29.0
49,2651,30.0
50,311,1.0
50,312,2.0
50,313,3.0
50,314,4.0
50,345,5.0
50,455,6.0
50,582,7.0
50,673,8.0
50,708,9.0
50,951,10.0
50,975,11.0
50,1072,12.0
50,1084,13.0
50,1264,14.0
50,1418,15.0
50,1655,16.0
50,1757,17.0
50,2252,18.0
50,2313,19.0
50,2334,20.0
50,2405,21.0
50,2488,22.0
50,2525,23.0
50,2542,24.0
50,2555,25.0
50,2570,26.0
50,2577,27.0
50,2648,28.0
50,2649,29.0
50,2651,30.0
51,311,1.0
51,312,2.0
51,313,3.0
51,314,4.0
51,345,5.0
51,455,6.0
51,582,7.0
51,673,8.0
51,708,9.0
51,951,10.0
51,975,11.0
51,1072,12.0
51,1084,13.0
51,1264,14.0
51,1418,15.0
51,1655,16.0
51,1757,17.0
51,2252,18.0
51,2313,19.0
51,2334,20.0
51,2405,21.0
51,2488,22.0
51,2525,23.0
51,2542,24.0
51,2555,25.0
51,2570,26.0
51,2577,27.0
51,2648,28.0
51,2649,29.0
51,2651,30.0
52,311,1.0
52,312,2.0
52,313,3.0
52,314,4.0
52,345,5.0
52,455,6.0
52,582,7.0
52,673,8.0
52,708,9.0
52,951,10.0
52,975,11.0
52,1072,12.0
52,1084,13.0
52,1264,14.0
52,1418,15.0
52,1655,16.0
52,1757,17.0
52,2252,18.0
52,2313,19.0
52,2334,20.0
52,2405,21.0
52,2488,22.0
52,2525,23.0
52,2542,24.0
52,2555,25.0
52,2570,26.0
52,2577,27.0
52,2648,28.0
52,2649,29.0
52,2651,30.0
53,311,1.0
53,312,2.0
53,313,3.0
53,314,4.0
53,345,5.0
53,455,6.0
53,582,7.0
53,673,8.0
53,708,9.0
53,951,10.0
53,975,11.0
53,1072,12.0
53,1084,13.0
53,1264,14.0
53,1418,15.0
53,1655,16.0
53,1757,17.0
53,2252,18.0
53,2313,19.0
53,2334,20.0
53,2405,21.0
53,2488,22.0
53,2525,23.0
53,2542,24.0
53,2555,25.0
53,2570,26.0
53,2577,27.0
53,2648,28.0
53,2649,29.0
53,2651,30.0
54,311,1.0
54,312,2.0
54,313,3.0
54,314,4.0
54,345,5.0
54,455,6.0
54,582,7.0
54,673,8.0
54,708,9.0
54,951,10.0
54,975,11.0
54,1072,12.0
54,1084,13.0
54,1264,14.0
54,1418,15.0
54,1655,16.0
54,1757,17.0
54,2252,18.0
54,2313,19.0
54,2334,20.0
54,2405,21.0
54,2488,22.0
54,2525,23.0
54,2542,24.0
54,2555,25.0
54,2570,26.0
54,2577,27.0
54,2648,28.0
54,2649,29.0
54,2651,30.0
55,311,1.0
55,312,2.0
55,313,3.0
55,314,4.0
55,345,5.0
55,455,6.0
55,582,7.0
55,673,8.0
55,708,9.0
55,951,10.0
55,975,11.0
55,1072,12.0
55,1084,13.0
55,1264,14.0
55,1418,15.0
55,1655,16.0
55,1757,17.0
55,2252,18.0
55,2313,19.0
55,2334,20.0
55,2405,21.0
55,2488,22.0
55,2525,23.0
55,2542,24.0
55,2555,25.0
55,2570,26.0
55,2577,27.0
55,2648,28.0
55,2649,29.0
