id,anime_name,rating,media_id
814,Prince of Tennis: Atobe&#039;s Gift,7.63,1
2098,"Shin Kimagure Orange笘㎳oad: Soshite, Ano Natsu no Hajimari",7.63,1
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.62,1
901,"Dragon Ball Z 1 08: Moetsukiro!! Nessen, Ressen, Chougekisen",7.62,1
14837,Dragon Ball Z 1 14: Kami to Kami,7.62,1
449,InuYasha: Guren no Houraijima,7.62,1
32870,Kuroko no Basket 1 2: Winter Cup Soushuuhen - Namida no Saki e,7.61,1
522,Metropolis,7.62,1
10589,Naruto: Shippuuden 1 5 - Blood Prison,7.62,1
2961,Digimon Adventure 1,7.61,1
9979,Precure All Stars 1 DX3: Mirai ni Todoke! Sekai wo Tsunagu笘㎖ijiiro no Hana,7.61,1
2889,Bleach 1 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.6,1
2171,Detective C3n 1 11: Jolly Roger in the Deep Azure,7.6,1
19195,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,7.6,1
5998,Hottarake no Shima: Haruka to Mahou no Kagami,7.6,1
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,7.6,1
22419,Acchi Kocchi,7.59,1
13709,Afro Samurai 1,7.59,1
1474,City Hunter: Ai to Shukumei no Magnum,7.59,1
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.59,1
1095,Mobile Police Patlabor: The 1,7.59,1
13391,Rakuen Tsuihou: Expelled from Paradise,7.59,1
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.59,1
24919,Aoki Hagane no Arpeggio: Ars N4 DC,7.58,1
1686,Bleach 1 1: Memories of Nobody,7.58,1
1681,Brave Story,7.58,1
6922,Fate/stay night 1: Unlimited Blade Works,7.58,1
17121,Dareka no Manazashi,7.57,1
7045,Doraemon 1 21: Nobita no Taiyou Ou Densetsu,7.57,1
12053,Mardock Scramble: The Third Exhaust,7.57,1
20671,Shashinkan,7.57,1
1911,Top wo Nerae! &amp; Top wo Nerae 2! Gattai 1!!,7.57,1
24655,Date A Live 1: Mayuri Judgment,7.56,1
2392,Doraemon 1 26: Nobita no Kyouryuu 2006,7.56,1
5710,Keroro Gunsou 1 4: Gekishin Dragon Warriors de Arimasu!,7.56,1
1091,Mobile Suit Gundam II: Soldiers of Sorrow,7.56,1
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.",7.56,1
34136,Orange: Mirai,7.56,1
17269,Captain Harlock,7.56,1
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,7.55,1
25389,Dragon Ball Z 1 15: Fukkatsu no F,7.55,1
5929,Hi no Ame ga Furu,7.55,1
5291,Hokuto no Ken Zero: Kenshirou Den,7.55,1
5096,Doraemon 1 28: Nobita to Midori no Kyojin Den,7.54,1
906,Dragon Ball Z 1 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,7.54,1
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,7.54,1
12015,Tiger &amp; Bunny 1 1: The Beginning,7.54,1
2922,Ashita no Joe 2 (1),7.53,1
8246,Naruto: Shippuuden 1 4 - The Lost Tower,7.53,1
1203,Nitaboh,7.53,1
10294,Towa no Quon 1: Utakata no Kaben,7.53,1
10713,Towa no Quon 2: Konton no Ranbu,7.53,1
28771,Yu笘㎥i笘㎗h!: The Dark Side of Dimensions,7.53,1
13335,Fuse: Teppou Musume no Torimonochou,7.52,1
19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,7.52,1
20903,Harmonie,7.52,1
10918,Kowarekake no Orgel (1),7.52,1
14267,Pers3 4 the Animation: The Factor of Hope,7.52,1
792,Ranma ﾂｽ: Kessen Tougenkyou! Hanayome wo Torimodose!,7.52,1
1006,Tenchi Muyou! in Love,7.52,1
30869,Ajin Part 2: Shoutotsu,7.51,1
1475,City Hunter: Bay City Wars,7.51,1
2672,Doraemon 1 05: Nobita no Makai Daibouken,7.51,1
2286,Little Nemo,7.51,1
31,Neon Genesis Evangelion: Death &amp; Rebirth,7.51,1
9959,Raiyantsuuri no Uta,7.51,1
9340,Cheburashka,7.5,1
9135,Fullmetal Alchemist: The Sacred Star of Milos,7.5,1
1825,Hadashi no Gen 2,7.5,1
10624,Mardock Scramble: The Second Combustion,7.5,1
520,Marmalade Boy 1,7.5,1
6325,Naruto: Shippuuden 1 3 - Hi no Ishi wo Tsugu Mono,7.5,1
1010,Ranma ﾂｽ: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,7.5,1
8115,Uchuu Show e Youkoso,7.5,1
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.49,1
2460,Maison Ikkoku: Kanketsu-hen,7.49,1
10629,Tibet Inu Monogatari,7.49,1
3744,Crayon Shin-chan 1 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.48,1
484,Gensoumaden Saiyuuki 1: Requiem - Erabarezaru Mono e no Chinkonka,7.48,1
9931,Happy Birthday: Inochi Kagayaku Toki,7.48,1
2408,Keroro Gunsou 1 2: Shinkai no Princess de Arimasu!,7.48,1
1419,Lupin III: Kutabare! Nostradamus,7.48,1
24591,Youkai Watch 1 1: Tanjou no Himitsu da Nyan!,7.48,1
25755,Yowamushi Pedal: Re:RIDE,7.48,1
30790,Yowamushi Pedal: Re:ROAD,7.48,1
2969,Appleseed Saga Ex Machina,7.47,1
2656,Doraemon 1 25: Nobita no Wan Nyan Jikuuden,7.47,1
15925,Doraemon 1 33: Nobita no Himitsu Dougu Museum,7.47,1
27969,Hana to Alice: Satsujin Jiken,7.47,1
7337,"Hetalia Axis Powers 1: Paint it, White",7.47,1
21031,Precure All Stars 1 New Stage 3: Eien no Tomodachi,7.47,1
815,"Prince of Tennis: The Two Samurai, The First Game",7.47,1
1764,Slam Dunk (1),7.47,1
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,7.47,1
4970,Afro Samurai: Resurrection,7.46,1
1078,Cardcaptor Sakura: Leave It to Kero-chan,7.46,1
2665,Doraemon 1 07: Nobita to Tetsujin Heidan,7.46,1
2676,Doraemon 1 15: Nobita to Mugen Sankenshi,7.46,1
465,One Piece 1 7: Karakuri-jou no Mecha Kyohei,7.46,1
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,7.46,1
1815,Shakugan no Shana 1,7.46,1
15307,Smile Precure! 1: Ehon no Naka wa Minna Chiguhagu!,7.46,1
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.46,1
2407,Keroro Gunsou 1 1,7.45,1
1302,Say3ra Ginga Tetsudou 999: Andromeda Shuuchakueki,7.45,1
565,Steamboy,7.45,1
4703,Yes! Precure 5 GoGo! 1: Okashi no Kuni no Happy Birthday,7.45,1
33302,Yowamushi Pedal: Spare Bike,7.45,1
2649,Doraemon: Obaachan no Omoide,7.44,1
463,One Piece 1 5: Norowareta Seiken,7.44,1
2107,One Piece 1 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,7.44,1
2658,Doraemon 1 09: Nobita no Parallel Saiyuuki,7.43,1
6930,Doraemon 1 29: Shin Nobita no Uchuu Kaitakushi,7.43,1
1441,Ginga Tetsudou no Yoru,7.43,1
1090,Mobile Suit Gundam I,7.43,1
2472,Naruto: Shippuuden 1 1,7.43,1
4437,Naruto: Shippuuden 1 2 - Kizuna,7.43,1
2141,Oseam,7.43,1
2427,Unico,7.43,1
9544,Biohazard: Damnation,7.42,1
1983,Black Jack: Futari no Kuroi Isha,7.42,1
2756,Cheonnyeon-yeowoo Yeowoobi,7.42,1
2677,Doraemon 1 11: Nobita to Animal Planet,7.42,1
2661,Doraemon 1 13: Nobita to Kumo no Oukoku,7.42,1
19645,Doraemon 1 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,7.42,1
1030,Heisei Tanuki Gassen Ponpoko,7.42,1
31989,Hibike! Euphonium 1: Kitauji Koukou Suisougaku-bu e Youkoso,7.42,1
1255,Saint Seiya: Shinku no Shounen Densetsu,7.42,1
1259,Saint Seiya: Tenkai-hen Josou - Overture,7.42,1
867,Slayers Gorgeous,7.42,1
869,Slayers Return,7.42,1
2013,Taiho Shichau zo The 1,7.42,1
3051,Yes! Precure 5 1: Kagami no Kuni no Miracle Daibouken!,7.42,1
3203,Chibi Maruko-chan 1,7.41,1
2654,Doraemon 1 22: Nobita to Tsubasa no Yuusha-tachi,7.41,1
2393,Doraemon 1 24: Nobita to Fushigi Kaze Tsukai,7.41,1
844,Konjiki no Gash Bell!!: 101 Banme no Mamono,7.41,1
6288,Mobile Suit Gundam 00 The 1: A Wakening of the Trailblazer,7.41,1
5753,Precure All Stars 1 DX: Minna Tomodachi笘ｇiseki no Zenin Daishuugou!,7.41,1
1329,Rail of the Star: A True Story of Children,7.41,1
868,Slayers Great,7.41,1
21395,Crayon Shin-chan 1 22: Gachinko! Gyakushuu no Robo To-chan,7.4,1
2398,Digimon Adventure 02: Diablomon no Gyakushuu,7.4,1
3727,Doraemon 1 01: Nobita no Kyouryuu,7.4,1
1906,Harukanaru Toki no Naka de: Maihitoyo,7.4,1
1206,Ihatov Gensou: Kenji no Haru,7.4,1
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,7.4,1
4921,Ramayana: The Legend of Prince Rama,7.4,1
2111,Rockman.EXE 1: Hikari to Yami no Program,7.4,1
3089,The Sky Crawlers,7.4,1
713,Air 1,7.39,1
2675,Doraemon 1 17: Nobita to Ginga Express,7.39,1
2648,Doraemon: 2112-nen Doraemon Tanjou,7.39,1
3508,Genius Party,7.39,1
6795,Genius Party Beyond,7.39,1
13271,Hunter x Hunter 1: Phantom Rouge,7.39,1
418,Ranma ﾂｽ: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.39,1
536,Slayers: The Motion Picture,7.39,1
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.39,1
1521,Black Jack the 1,7.38,1
8369,Crayon Shin-chan 1 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7.38,1
2660,Doraemon: Nobita&#039;s the Night Before a Wedding,7.38,1
1432,Lupin III: Fuuma Ichizoku no Inbou,7.38,1
33190,Planetarian: Hoshi no Hito,7.38,1
2670,Doraemon 1 12: Nobita no Dorabian Nights,7.37,1
8134,"Keroro Gunsou 1 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",7.37,1
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7.37,1
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! 1,7.37,1
3087,Cencoroll,7.36,1
902,Dragon Ball Z 1 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,7.36,1
32871,Kuroko no Basket 1 3: Winter Cup Soushuuhen - Tobira no Mukou,7.38,1
415,T3ri no Yamada-kun,7.36,1
30870,Ajin Part 3: Shougeki,7.36,1
1723,Clannad 1,7.35,1
19951,Hunter x Hunter 1: The Last Mission,7.35,1
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.35,1
2385,One Piece: Jango no Dance Carnival,7.35,1
6988,Doraemon 1 30: Nobita no Ningyo Daikaisen,7.34,1
11053,Doraemon 1 32: Nobita to Kiseki no Shima - Animal Adventure,7.34,1
3223,Kiddy Grade: Truth Dawn,7.34,1
9999,One Piece 3D: Mugiwara Chase,7.34,1
2386,One Piece: Yume no Soccer Ou!,7.34,1
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,7.34,1
28495,Sidonia no Kishi 1,7.34,1
883,Yuu笘㎐uu笘㎞akusho: Meikai Shitou-hen - Honoo no Kizuna,7.34,1
1901,11-nin Iru!,7.33,1
10681,Blood-C: The Last Dark,7.33,1
2667,Doraemon 1 04: Nobita no Kaitei Kiganjou,7.33,1
2666,Doraemon 1 10: Nobita no Nippon Tanjou,7.33,1
2655,Doraemon 1 23: Nobita to Robot Kingdom,7.33,1
893,Dragon Ball 1 4: Saikyou e no Michi,7.33,1
15785,Inazuma Eleven Go vs. Danball Senki W 1,7.34,1
3222,Kiddy Grade: Maelstrom,7.33,1
5084,Mai Mai Shinko to Sennen no Mahou,7.33,1
